,average,code,reference,speed,travelTimeMinutes,type,score,c-Value,speedBucket,segmentClosed,date,time
441,100.0,365645865,111.0,117.0,0.103,XDS,30.0,100.0,3.0,,2022-09-20,10:16
442,101.0,365645412,111.0,117.0,0.441,XDS,30.0,100.0,3.0,,2022-09-20,10:16
443,101.0,260223387,114.0,111.0,0.095,XDS,30.0,100.0,3.0,,2022-09-20,10:16
444,100.0,365651041,109.0,106.0,0.755,XDS,30.0,100.0,3.0,,2022-09-20,10:16
445,100.0,365645378,111.0,114.0,0.461,XDS,30.0,100.0,3.0,,2022-09-20,10:16
446,100.0,365645395,111.0,117.0,0.449,XDS,30.0,100.0,3.0,,2022-09-20,10:16
447,100.0,332730961,113.0,114.0,0.08,XDS,30.0,100.0,3.0,,2022-09-20,10:16
448,100.0,365732929,113.0,114.0,0.23,XDS,30.0,100.0,3.0,,2022-09-20,10:16
449,93.0,431445480,106.0,121.0,0.353,XDS,30.0,74.0,3.0,,2022-09-20,10:16
450,98.0,365713268,109.0,106.0,0.595,XDS,30.0,100.0,3.0,,2022-09-20,10:16
451,98.0,365731756,109.0,111.0,0.573,XDS,30.0,100.0,3.0,,2022-09-20,10:16
452,93.0,332656853,101.0,101.0,0.111,XDS,30.0,100.0,3.0,,2022-09-20,10:16
453,92.0,365762461,103.0,113.0,0.378,XDS,30.0,100.0,3.0,,2022-09-20,10:16
454,92.0,365762478,103.0,92.0,0.47,XDS,30.0,100.0,2.0,,2022-09-20,10:16
455,84.0,365623857,89.0,98.0,0.061,XDS,30.0,79.0,3.0,,2022-09-20,10:16
456,77.0,365697866,82.0,79.0,0.742,XDS,30.0,100.0,3.0,,2022-09-20,10:16
457,79.0,365697927,84.0,84.0,0.745,XDS,30.0,100.0,3.0,,2022-09-20,10:16
458,71.0,365665458,77.0,56.0,1.037,XDS,30.0,29.0,2.0,,2022-09-20,10:16
459,71.0,365665474,77.0,68.0,0.882,XDS,30.0,51.0,2.0,,2022-09-20,10:16
460,72.0,365665494,80.0,69.0,0.813,XDS,30.0,95.0,2.0,,2022-09-20,10:16
461,76.0,260773919,80.0,77.0,0.834,XDS,30.0,100.0,3.0,,2022-09-20,10:16
462,48.0,443257577,48.0,45.0,2.0,XDS,30.0,0.0,3.0,,2022-09-20,10:16
463,42.0,443257589,42.0,34.0,1.154,XDS,30.0,-1.0,2.0,,2022-09-20,10:16
464,43.0,460613464,43.0,40.0,0.341,XDS,30.0,100.0,3.0,,2022-09-20,10:16
465,42.0,460613465,19.0,16.0,0.852,XDS,20.0,,2.0,,2022-09-20,10:16
466,16.0,474356412,16.0,21.0,0.082,XDS,30.0,75.0,3.0,,2022-09-20,10:16
467,68.0,365759461,63.0,60.0,0.828,XDS,30.0,88.0,3.0,,2022-09-20,10:16
468,68.0,365759482,63.0,60.0,0.902,XDS,30.0,88.0,3.0,,2022-09-20,10:16
469,69.0,365759391,71.0,69.0,0.773,XDS,30.0,100.0,3.0,,2022-09-20,10:16
470,69.0,365759519,71.0,48.0,1.013,XDS,30.0,100.0,2.0,,2022-09-20,10:16
471,16.0,474325104,16.0,16.0,0.091,XDS,30.0,100.0,3.0,,2022-09-20,10:16
472,16.0,474387436,16.0,18.0,0.064,XDS,30.0,100.0,3.0,,2022-09-20,10:16
473,16.0,474328797,16.0,19.0,0.082,XDS,30.0,100.0,3.0,,2022-09-20,10:16
474,50.0,431442671,51.0,82.0,0.491,XDS,30.0,16.0,3.0,,2022-09-20,10:16
475,76.0,365666537,76.0,79.0,0.509,XDS,30.0,100.0,3.0,,2022-09-20,10:16
476,76.0,443257575,76.0,58.0,1.38,XDS,30.0,100.0,2.0,,2022-09-20,10:16
477,66.0,365675305,66.0,66.0,0.842,XDS,20.0,,3.0,,2022-09-20,10:16
478,76.0,365675142,76.0,71.0,0.783,XDS,20.0,,3.0,,2022-09-20,10:16
479,74.0,365674962,74.0,77.0,0.535,XDS,20.0,,3.0,,2022-09-20,10:16
480,76.0,256647492,76.0,74.0,0.557,XDS,20.0,,3.0,,2022-09-20,10:16
481,37.0,365745264,47.0,60.0,0.707,XDS,30.0,99.0,3.0,,2022-09-20,10:16
482,39.0,365745303,47.0,55.0,1.122,XDS,30.0,99.0,3.0,,2022-09-20,10:16
483,48.0,365744003,47.0,42.0,1.245,XDS,30.0,100.0,2.0,,2022-09-20,10:16
484,53.0,365744042,55.0,43.0,1.191,XDS,30.0,15.0,2.0,,2022-09-20,10:16
485,51.0,443270990,56.0,64.0,1.248,XDS,30.0,87.0,3.0,,2022-09-20,10:16
486,48.0,443270991,51.0,55.0,1.503,XDS,30.0,100.0,3.0,,2022-09-20,10:16
487,47.0,365634254,48.0,55.0,1.013,XDS,30.0,100.0,3.0,,2022-09-20,10:16
488,51.0,365634255,53.0,56.0,0.995,XDS,30.0,100.0,3.0,,2022-09-20,10:16
489,51.0,365634236,55.0,51.0,1.092,XDS,30.0,100.0,3.0,,2022-09-20,10:16
490,56.0,332527906,61.0,51.0,1.072,XDS,30.0,72.0,2.0,,2022-09-20,10:16
491,50.0,365634291,55.0,43.0,1.266,XDS,30.0,100.0,2.0,,2022-09-20,10:16
492,68.0,365690186,64.0,63.0,0.884,XDS,20.0,,3.0,,2022-09-20,10:16
493,68.0,365690111,63.0,63.0,0.899,XDS,20.0,,3.0,,2022-09-20,10:16
494,48.0,443257580,50.0,39.0,2.094,XDS,30.0,65.0,2.0,,2022-09-20,10:16
495,68.0,365628008,79.0,77.0,0.656,XDS,30.0,100.0,3.0,,2022-09-20,10:16
496,68.0,365628120,79.0,69.0,0.721,XDS,30.0,100.0,2.0,,2022-09-20,10:16
497,43.0,365628076,48.0,55.0,0.926,XDS,30.0,60.0,3.0,,2022-09-20,10:16
498,47.0,365628168,51.0,48.0,1.091,XDS,30.0,63.0,3.0,,2022-09-20,10:16
499,68.0,365628064,74.0,64.0,0.672,XDS,30.0,100.0,2.0,,2022-09-20,10:16
500,68.0,365628102,74.0,61.0,0.882,XDS,30.0,100.0,2.0,,2022-09-20,10:16
501,42.0,365763750,43.0,55.0,1.013,XDS,30.0,98.0,3.0,,2022-09-20,10:16
502,43.0,365665408,45.0,18.0,1.879,XDS,30.0,79.0,1.0,,2022-09-20,10:16
503,42.0,365763620,45.0,29.0,1.922,XDS,30.0,100.0,2.0,,2022-09-20,10:16
504,42.0,365665311,45.0,26.0,1.229,XDS,30.0,100.0,1.0,,2022-09-20,10:16
505,58.0,365665425,63.0,58.0,1.587,XDS,30.0,27.0,2.0,,2022-09-20,10:16
506,61.0,365717076,63.0,56.0,1.021,XDS,30.0,71.0,2.0,,2022-09-20,10:16
507,60.0,332674464,61.0,47.0,0.936,XDS,30.0,95.0,2.0,,2022-09-20,10:16
508,53.0,443257590,56.0,39.0,2.207,XDS,30.0,87.0,2.0,,2022-09-20,10:16
509,50.0,443257591,55.0,43.0,1.957,XDS,30.0,100.0,2.0,,2022-09-20,10:16
510,61.0,332554548,68.0,63.0,0.683,XDS,30.0,100.0,3.0,,2022-09-20,10:16
511,60.0,431441750,68.0,69.0,0.829,XDS,30.0,90.0,3.0,,2022-09-20,10:16
512,56.0,443257592,63.0,47.0,0.615,XDS,30.0,34.0,2.0,,2022-09-20,10:16
513,40.0,365661593,45.0,34.0,2.118,XDS,30.0,59.0,2.0,,2022-09-20,10:16
514,63.0,431442649,64.0,56.0,0.516,XDS,30.0,47.0,2.0,,2022-09-20,10:16
515,43.0,365661650,43.0,32.0,2.184,XDS,30.0,63.0,2.0,,2022-09-20,10:16
516,27.0,365648659,34.0,27.0,1.327,XDS,30.0,100.0,2.0,,2022-09-20,10:16
517,27.0,365658478,34.0,26.0,1.038,XDS,30.0,100.0,2.0,,2022-09-20,10:16
518,32.0,365648711,34.0,26.0,1.433,XDS,30.0,100.0,2.0,,2022-09-20,10:16
519,32.0,365658486,34.0,32.0,0.843,XDS,30.0,100.0,3.0,,2022-09-20,10:16
520,34.0,365765198,39.0,35.0,1.635,XDS,30.0,100.0,2.0,,2022-09-20,10:16
521,35.0,365765292,39.0,34.0,1.784,XDS,30.0,95.0,2.0,,2022-09-20,10:16
522,55.0,365684889,55.0,47.0,1.7,XDS,30.0,100.0,2.0,,2022-09-20,10:16
523,68.0,365702917,68.0,80.0,0.741,XDS,30.0,21.0,3.0,,2022-09-20,10:16
524,39.0,365615272,42.0,43.0,1.247,XDS,30.0,100.0,3.0,,2022-09-20,10:16
525,39.0,365722509,42.0,47.0,1.193,XDS,30.0,100.0,3.0,,2022-09-20,10:16
526,58.0,365647050,56.0,63.0,0.949,XDS,30.0,100.0,3.0,,2022-09-20,10:16
527,45.0,332639762,43.0,39.0,0.27,XDS,30.0,95.0,2.0,,2022-09-20,10:16
528,43.0,365647068,55.0,60.0,0.981,XDS,30.0,100.0,3.0,,2022-09-20,10:16
529,39.0,365736824,43.0,26.0,0.41,XDS,30.0,100.0,1.0,,2022-09-20,10:16
530,55.0,365702958,58.0,40.0,1.424,XDS,30.0,97.0,2.0,,2022-09-20,10:16
531,56.0,365640218,60.0,47.0,0.887,XDS,30.0,97.0,2.0,,2022-09-20,10:16
532,37.0,365722488,40.0,29.0,1.893,XDS,30.0,86.0,2.0,,2022-09-20,10:16
533,37.0,365615254,40.0,26.0,2.111,XDS,30.0,86.0,2.0,,2022-09-20,10:16
534,50.0,365633694,56.0,50.0,1.099,XDS,20.0,,2.0,,2022-09-20,10:16
535,56.0,365633673,58.0,64.0,0.859,XDS,30.0,100.0,3.0,,2022-09-20,10:16
536,61.0,365633652,77.0,61.0,0.902,XDS,20.0,,2.0,,2022-09-20,10:16
537,42.0,332716223,45.0,40.0,1.138,XDS,20.0,,2.0,,2022-09-20,10:16
538,42.0,365630863,45.0,40.0,1.259,XDS,20.0,,2.0,,2022-09-20,10:16
539,40.0,365687358,40.0,39.0,1.325,XDS,20.0,,3.0,,2022-09-20,10:16
540,42.0,255886479,45.0,40.0,0.108,XDS,20.0,,2.0,,2022-09-20,10:16
541,42.0,260493296,45.0,40.0,0.206,XDS,20.0,,2.0,,2022-09-20,10:16
542,42.0,261016529,45.0,40.0,0.121,XDS,20.0,,2.0,,2022-09-20,10:16
543,42.0,260919165,45.0,40.0,0.049,XDS,20.0,,2.0,,2022-09-20,10:16
544,40.0,332446905,45.0,42.0,1.084,XDS,20.0,,3.0,,2022-09-20,10:16
545,40.0,260452321,45.0,42.0,0.103,XDS,20.0,,3.0,,2022-09-20,10:16
546,40.0,255880649,45.0,42.0,0.196,XDS,20.0,,3.0,,2022-09-20,10:16
547,40.0,256178013,45.0,42.0,0.116,XDS,20.0,,3.0,,2022-09-20,10:16
548,40.0,365687341,42.0,39.0,1.161,XDS,20.0,,2.0,,2022-09-20,10:16
549,40.0,365630862,45.0,42.0,1.323,XDS,20.0,,3.0,,2022-09-20,10:16
550,40.0,255944047,45.0,42.0,0.047,XDS,20.0,,3.0,,2022-09-20,10:16
551,39.0,431449131,37.0,34.0,0.914,XDS,30.0,100.0,2.0,,2022-09-20,10:16
552,61.0,365633765,77.0,61.0,0.901,XDS,20.0,,2.0,,2022-09-20,10:16
553,66.0,365633634,68.0,92.0,0.598,XDS,30.0,100.0,3.0,,2022-09-20,10:16
554,66.0,365633747,68.0,40.0,1.374,XDS,30.0,100.0,1.0,,2022-09-20,10:16
555,,460602064,,,,XDS,,,,True,2022-09-20,10:16
556,32.0,365678207,32.0,32.0,2.473,XDS,30.0,89.0,3.0,,2022-09-20,10:16
557,55.0,460602065,55.0,66.0,1.363,XDS,30.0,11.0,3.0,,2022-09-20,10:16
558,51.0,460612279,51.0,43.0,2.093,XDS,30.0,49.0,2.0,,2022-09-20,10:16
559,47.0,460602066,45.0,47.0,2.02,XDS,30.0,100.0,3.0,,2022-09-20,10:16
560,47.0,365683728,48.0,43.0,1.897,XDS,30.0,100.0,2.0,,2022-09-20,10:16
561,61.0,460602067,60.0,58.0,1.145,XDS,30.0,100.0,3.0,,2022-09-20,10:16
562,58.0,460602068,58.0,55.0,1.535,XDS,30.0,100.0,3.0,,2022-09-20,10:16
563,55.0,443275083,56.0,51.0,1.509,XDS,30.0,98.0,2.0,,2022-09-20,10:16
564,60.0,443275084,63.0,63.0,1.069,XDS,30.0,100.0,3.0,,2022-09-20,10:16
565,60.0,460602069,60.0,66.0,1.293,XDS,30.0,60.0,3.0,,2022-09-20,10:16
566,56.0,443275082,63.0,66.0,1.429,XDS,30.0,82.0,3.0,,2022-09-20,10:16
567,53.0,460602070,55.0,31.0,2.584,XDS,30.0,23.0,1.0,,2022-09-20,10:16
568,32.0,443274835,35.0,34.0,1.735,XDS,30.0,96.0,3.0,,2022-09-20,10:16
569,37.0,443275081,42.0,31.0,2.913,XDS,30.0,79.0,2.0,,2022-09-20,10:16
570,37.0,443274834,40.0,43.0,1.649,XDS,30.0,100.0,3.0,,2022-09-20,10:16
571,26.0,443274836,31.0,37.0,0.171,XDS,30.0,100.0,3.0,,2022-09-20,10:16
572,26.0,443274837,31.0,31.0,0.364,XDS,30.0,100.0,3.0,,2022-09-20,10:16
573,26.0,431442701,31.0,32.0,0.481,XDS,30.0,100.0,3.0,,2022-09-20,10:16
574,26.0,443270409,31.0,34.0,0.151,XDS,30.0,100.0,3.0,,2022-09-20,10:16
575,26.0,443270410,31.0,39.0,0.472,XDS,30.0,100.0,3.0,,2022-09-20,10:16
576,26.0,443270411,31.0,31.0,0.721,XDS,30.0,100.0,3.0,,2022-09-20,10:16
577,24.0,443270412,26.0,26.0,0.463,XDS,30.0,83.0,3.0,,2022-09-20,10:16
578,16.0,365677174,18.0,11.0,0.411,XDS,30.0,100.0,2.0,,2022-09-20,10:16
579,29.0,443258563,32.0,24.0,0.698,XDS,30.0,100.0,2.0,,2022-09-20,10:16
580,29.0,443258564,32.0,11.0,1.007,XDS,30.0,100.0,1.0,,2022-09-20,10:16
581,42.0,365774687,45.0,42.0,1.273,XDS,20.0,,3.0,,2022-09-20,10:16
582,29.0,365774675,32.0,35.0,1.739,XDS,30.0,100.0,3.0,,2022-09-20,10:16
583,29.0,431454865,32.0,6.0,1.073,XDS,30.0,100.0,0.0,,2022-09-20,10:16
584,32.0,365676976,34.0,35.0,1.732,XDS,30.0,74.0,3.0,,2022-09-20,10:16
585,48.0,365774712,50.0,64.0,0.828,XDS,30.0,35.0,3.0,,2022-09-20,10:16
586,35.0,332515316,39.0,34.0,1.683,XDS,30.0,57.0,2.0,,2022-09-20,10:16
587,42.0,332839297,45.0,42.0,1.364,XDS,20.0,,3.0,,2022-09-20,10:16
588,31.0,365774684,34.0,50.0,1.079,XDS,30.0,69.0,3.0,,2022-09-20,10:16
589,45.0,365774660,47.0,45.0,1.545,XDS,20.0,,3.0,,2022-09-20,10:16
590,43.0,365774700,45.0,45.0,1.001,XDS,20.0,,3.0,,2022-09-20,10:16
591,60.0,365677018,68.0,64.0,0.946,XDS,30.0,100.0,3.0,,2022-09-20,10:16
592,60.0,365676890,66.0,61.0,0.938,XDS,30.0,95.0,3.0,,2022-09-20,10:16
593,56.0,365676764,60.0,63.0,0.909,XDS,30.0,81.0,3.0,,2022-09-20,10:16
594,51.0,365676799,55.0,69.0,0.829,XDS,30.0,71.0,3.0,,2022-09-20,10:16
595,51.0,365676732,55.0,77.0,0.734,XDS,30.0,62.0,3.0,,2022-09-20,10:16
596,53.0,365676621,58.0,68.0,0.842,XDS,30.0,63.0,3.0,,2022-09-20,10:16
597,55.0,365676657,60.0,56.0,1.004,XDS,30.0,94.0,3.0,,2022-09-20,10:16
598,55.0,365675353,61.0,64.0,0.88,XDS,30.0,100.0,3.0,,2022-09-20,10:16
599,55.0,365675399,58.0,60.0,0.967,XDS,30.0,100.0,3.0,,2022-09-20,10:16
600,48.0,365676687,51.0,60.0,0.97,XDS,30.0,60.0,3.0,,2022-09-20,10:16
601,50.0,365675126,55.0,51.0,1.089,XDS,20.0,,3.0,,2022-09-20,10:16
602,51.0,365675236,56.0,53.0,1.049,XDS,20.0,,3.0,,2022-09-20,10:16
603,60.0,365675230,60.0,63.0,0.883,XDS,20.0,,3.0,,2022-09-20,10:16
604,61.0,365675192,61.0,63.0,0.883,XDS,20.0,,3.0,,2022-09-20,10:16
605,63.0,406802895,64.0,63.0,0.884,XDS,20.0,,3.0,,2022-09-20,10:16
606,64.0,365690167,66.0,60.0,0.929,XDS,30.0,49.0,2.0,,2022-09-20,10:16
607,63.0,365690034,60.0,58.0,0.961,XDS,20.0,,3.0,,2022-09-20,10:16
608,63.0,443270399,60.0,58.0,0.524,XDS,20.0,,3.0,,2022-09-20,10:16
609,56.0,406794749,74.0,27.0,0.226,XDS,30.0,100.0,1.0,,2022-09-20,10:16
610,69.0,365656667,72.0,71.0,0.783,XDS,20.0,,3.0,,2022-09-20,10:16
611,45.0,365722207,50.0,35.0,0.183,XDS,30.0,100.0,2.0,,2022-09-20,10:16
612,45.0,406794750,50.0,60.0,0.126,XDS,30.0,100.0,3.0,,2022-09-20,10:16
613,45.0,365633366,48.0,43.0,0.144,XDS,30.0,100.0,2.0,,2022-09-20,10:16
614,45.0,406794754,48.0,37.0,0.15,XDS,30.0,100.0,2.0,,2022-09-20,10:16
615,71.0,365656648,72.0,40.0,1.359,XDS,30.0,99.0,1.0,,2022-09-20,10:16
616,72.0,365635169,72.0,56.0,0.977,XDS,30.0,99.0,2.0,,2022-09-20,10:16
617,64.0,365729397,68.0,64.0,1.247,XDS,20.0,,3.0,,2022-09-20,10:16
618,61.0,365690095,63.0,61.0,0.498,XDS,20.0,,3.0,,2022-09-20,10:16
619,55.0,406794753,55.0,58.0,0.324,XDS,30.0,100.0,3.0,,2022-09-20,10:16
620,55.0,460614564,55.0,43.0,0.269,XDS,30.0,100.0,2.0,,2022-09-20,10:16
621,71.0,365627218,72.0,71.0,0.785,XDS,20.0,,3.0,,2022-09-20,10:16
622,71.0,443270401,74.0,72.0,0.774,XDS,20.0,,3.0,,2022-09-20,10:16
623,71.0,443270402,74.0,71.0,0.785,XDS,20.0,,3.0,,2022-09-20,10:16
624,72.0,365618322,72.0,69.0,0.797,XDS,20.0,,3.0,,2022-09-20,10:16
625,68.0,365618340,71.0,68.0,0.819,XDS,20.0,,3.0,,2022-09-20,10:16
626,71.0,443270400,69.0,66.0,1.228,XDS,20.0,,3.0,,2022-09-20,10:16
627,63.0,365689205,63.0,63.0,0.763,XDS,30.0,100.0,3.0,,2022-09-20,10:16
628,64.0,365689105,64.0,51.0,0.925,XDS,30.0,100.0,2.0,,2022-09-20,10:16
629,45.0,365743804,50.0,34.0,2.515,XDS,30.0,78.0,2.0,,2022-09-20,10:16
630,43.0,365743822,47.0,39.0,2.193,XDS,30.0,100.0,2.0,,2022-09-20,10:16
631,60.0,365733391,64.0,50.0,0.905,XDS,30.0,100.0,2.0,,2022-09-20,10:16
632,34.0,365729418,37.0,32.0,0.967,XDS,30.0,100.0,2.0,,2022-09-20,10:16
633,34.0,365729547,37.0,31.0,0.998,XDS,30.0,100.0,2.0,,2022-09-20,10:16
634,50.0,443249910,51.0,47.0,1.583,XDS,30.0,100.0,2.0,,2022-09-20,10:16
635,42.0,406789030,45.0,35.0,0.078,XDS,30.0,100.0,2.0,,2022-09-20,10:16
636,53.0,406789033,56.0,56.0,0.06,XDS,30.0,100.0,3.0,,2022-09-20,10:16
637,66.0,365780504,72.0,72.0,0.549,XDS,30.0,100.0,3.0,,2022-09-20,10:16
638,66.0,443257595,68.0,63.0,1.275,XDS,30.0,100.0,3.0,,2022-09-20,10:16
639,48.0,365777159,53.0,39.0,1.339,XDS,30.0,100.0,2.0,,2022-09-20,10:16
640,47.0,365777166,51.0,48.0,1.059,XDS,20.0,,3.0,,2022-09-20,10:16
641,66.0,365710949,74.0,71.0,0.554,XDS,30.0,100.0,3.0,,2022-09-20,10:16
642,66.0,365780498,74.0,61.0,0.648,XDS,30.0,100.0,2.0,,2022-09-20,10:16
643,29.0,365758572,55.0,29.0,0.081,XDS,20.0,,1.0,,2022-09-20,10:16
644,34.0,332656857,39.0,37.0,0.051,XDS,30.0,100.0,3.0,,2022-09-20,10:16
645,34.0,332761108,39.0,40.0,0.144,XDS,30.0,100.0,3.0,,2022-09-20,10:16
646,58.0,406789032,61.0,24.0,0.272,XDS,30.0,3.0,1.0,,2022-09-20,10:16
647,23.0,365682173,29.0,26.0,0.722,XDS,20.0,,2.0,,2022-09-20,10:16
648,24.0,365682192,29.0,26.0,0.751,XDS,30.0,100.0,2.0,,2022-09-20,10:16
649,51.0,406789031,55.0,43.0,0.064,XDS,30.0,100.0,2.0,,2022-09-20,10:16
650,47.0,365763091,50.0,61.0,0.961,XDS,30.0,98.0,3.0,,2022-09-20,10:16
651,42.0,365763128,45.0,37.0,1.584,XDS,30.0,100.0,2.0,,2022-09-20,10:16
652,60.0,365738354,63.0,48.0,1.518,XDS,30.0,8.0,2.0,,2022-09-20,10:16
653,50.0,365763035,53.0,50.0,1.173,XDS,20.0,,3.0,,2022-09-20,10:16
654,48.0,365763145,51.0,48.0,1.197,XDS,20.0,,3.0,,2022-09-20,10:16
655,68.0,365738445,68.0,60.0,1.261,XDS,30.0,100.0,2.0,,2022-09-20,10:16
656,66.0,365669766,69.0,60.0,1.248,XDS,30.0,100.0,2.0,,2022-09-20,10:16
657,64.0,365669896,69.0,63.0,1.208,XDS,30.0,100.0,2.0,,2022-09-20,10:16
658,50.0,365764388,53.0,40.0,1.43,XDS,30.0,97.0,2.0,,2022-09-20,10:16
659,50.0,443254791,53.0,21.0,0.201,XDS,30.0,97.0,1.0,,2022-09-20,10:16
660,45.0,365763108,48.0,45.0,1.303,XDS,20.0,,3.0,,2022-09-20,10:16
661,45.0,443254790,48.0,45.0,0.094,XDS,20.0,,3.0,,2022-09-20,10:16
662,42.0,460604778,43.0,39.0,2.307,XDS,30.0,100.0,2.0,,2022-09-20,10:16
663,56.0,460604779,56.0,51.0,1.343,XDS,30.0,84.0,2.0,,2022-09-20,10:16
664,43.0,460604780,48.0,60.0,1.184,XDS,30.0,98.0,3.0,,2022-09-20,10:16
665,43.0,460604781,48.0,39.0,2.307,XDS,30.0,100.0,2.0,,2022-09-20,10:16
666,53.0,443254785,58.0,53.0,0.718,XDS,30.0,100.0,2.0,,2022-09-20,10:16
667,53.0,443254786,58.0,51.0,0.732,XDS,30.0,100.0,2.0,,2022-09-20,10:16
668,27.0,443254784,34.0,26.0,0.882,XDS,30.0,92.0,2.0,,2022-09-20,10:16
669,45.0,365650791,45.0,47.0,1.527,XDS,30.0,100.0,3.0,,2022-09-20,10:16
670,43.0,365650736,43.0,42.0,1.708,XDS,30.0,100.0,3.0,,2022-09-20,10:16
671,27.0,431438802,29.0,13.0,0.109,XDS,30.0,100.0,1.0,,2022-09-20,10:16
672,47.0,365642076,48.0,58.0,1.103,XDS,30.0,76.0,3.0,,2022-09-20,10:16
673,42.0,365641983,43.0,29.0,1.656,XDS,30.0,100.0,2.0,,2022-09-20,10:16
674,56.0,443257610,56.0,43.0,1.514,XDS,30.0,80.0,2.0,,2022-09-20,10:16
675,37.0,365649590,42.0,51.0,1.331,XDS,30.0,100.0,3.0,,2022-09-20,10:16
676,39.0,365781714,43.0,27.0,1.765,XDS,30.0,100.0,2.0,,2022-09-20,10:16
677,39.0,431444244,42.0,40.0,0.952,XDS,30.0,74.0,3.0,,2022-09-20,10:16
678,58.0,365663374,60.0,50.0,1.079,XDS,30.0,100.0,2.0,,2022-09-20,10:16
679,58.0,365663411,60.0,76.0,0.71,XDS,30.0,100.0,3.0,,2022-09-20,10:16
680,61.0,365663322,60.0,80.0,0.666,XDS,30.0,87.0,3.0,,2022-09-20,10:16
681,60.0,365663429,56.0,55.0,0.999,XDS,30.0,91.0,3.0,,2022-09-20,10:16
682,40.0,332675620,40.0,29.0,1.866,XDS,30.0,100.0,2.0,,2022-09-20,10:16
683,40.0,431443138,40.0,26.0,1.561,XDS,30.0,100.0,2.0,,2022-09-20,10:16
684,39.0,332512555,42.0,34.0,1.64,XDS,30.0,100.0,2.0,,2022-09-20,10:16
685,50.0,443257611,53.0,48.0,1.387,XDS,30.0,89.0,2.0,,2022-09-20,10:16
686,50.0,443254796,56.0,35.0,2.397,XDS,30.0,95.0,2.0,,2022-09-20,10:16
687,48.0,365675400,51.0,42.0,1.997,XDS,30.0,96.0,2.0,,2022-09-20,10:16
688,50.0,365756236,53.0,45.0,1.413,XDS,30.0,96.0,2.0,,2022-09-20,10:16
689,50.0,431458141,53.0,43.0,0.646,XDS,30.0,96.0,2.0,,2022-09-20,10:16
690,50.0,365756179,51.0,47.0,1.382,XDS,30.0,100.0,2.0,,2022-09-20,10:16
691,50.0,431458142,51.0,40.0,0.693,XDS,30.0,100.0,2.0,,2022-09-20,10:16
692,29.0,406789056,31.0,23.0,0.211,XDS,30.0,77.0,2.0,,2022-09-20,10:16
693,29.0,365770252,31.0,19.0,1.8,XDS,30.0,77.0,2.0,,2022-09-20,10:16
694,29.0,406789057,29.0,24.0,0.203,XDS,30.0,87.0,2.0,,2022-09-20,10:16
695,29.0,365770268,29.0,21.0,1.714,XDS,30.0,87.0,2.0,,2022-09-20,10:16
696,61.0,365781692,64.0,63.0,0.598,XDS,30.0,100.0,3.0,,2022-09-20,10:16
697,61.0,365781697,64.0,63.0,0.691,XDS,30.0,100.0,3.0,,2022-09-20,10:16
698,48.0,443254792,50.0,40.0,2.176,XDS,30.0,100.0,2.0,,2022-09-20,10:16
699,48.0,365733229,48.0,45.0,1.857,XDS,30.0,100.0,3.0,,2022-09-20,10:16
700,40.0,365733320,45.0,40.0,2.089,XDS,30.0,84.0,2.0,,2022-09-20,10:16
701,50.0,365696284,48.0,47.0,0.97,XDS,20.0,,3.0,,2022-09-20,10:16
702,68.0,365641965,69.0,60.0,1.429,XDS,30.0,100.0,2.0,,2022-09-20,10:16
703,68.0,365641911,69.0,71.0,0.773,XDS,30.0,100.0,3.0,,2022-09-20,10:16
704,66.0,365642019,69.0,77.0,0.624,XDS,30.0,100.0,3.0,,2022-09-20,10:16
705,61.0,365696223,64.0,63.0,0.708,XDS,20.0,,3.0,,2022-09-20,10:16
706,61.0,443254797,64.0,63.0,1.414,XDS,20.0,,3.0,,2022-09-20,10:16
707,64.0,443254798,72.0,68.0,1.31,XDS,20.0,,3.0,,2022-09-20,10:16
708,18.0,365661870,16.0,16.0,0.09,XDS,20.0,,3.0,,2022-09-20,10:16
709,18.0,365697750,14.0,14.0,0.092,XDS,20.0,,3.0,,2022-09-20,10:16
710,16.0,365692084,16.0,16.0,0.097,XDS,20.0,,3.0,,2022-09-20,10:16
711,16.0,365711031,16.0,16.0,0.084,XDS,20.0,,3.0,,2022-09-20,10:16
712,31.0,443274972,35.0,34.0,0.711,XDS,20.0,,3.0,,2022-09-20,10:16
713,34.0,443274973,35.0,37.0,1.214,XDS,20.0,,3.0,,2022-09-20,10:16
714,66.0,365641893,69.0,55.0,0.809,XDS,30.0,100.0,2.0,,2022-09-20,10:16
715,68.0,332813572,69.0,63.0,1.015,XDS,30.0,100.0,2.0,,2022-09-20,10:16
716,69.0,332879755,71.0,76.0,0.641,XDS,30.0,100.0,3.0,,2022-09-20,10:16
717,69.0,365641948,71.0,69.0,0.589,XDS,30.0,100.0,3.0,,2022-09-20,10:16
718,32.0,431444254,31.0,24.0,0.172,XDS,30.0,100.0,2.0,,2022-09-20,10:16
719,32.0,431444256,31.0,27.0,1.025,XDS,30.0,99.0,2.0,,2022-09-20,10:16
720,32.0,443274970,31.0,35.0,1.284,XDS,30.0,100.0,3.0,,2022-09-20,10:16
721,32.0,443274971,31.0,29.0,0.809,XDS,30.0,100.0,3.0,,2022-09-20,10:16
722,76.0,431458148,77.0,76.0,0.633,XDS,30.0,99.0,3.0,,2022-09-20,10:16
723,76.0,365625953,77.0,74.0,0.917,XDS,30.0,100.0,3.0,,2022-09-20,10:16
