,average,code,reference,speed,travelTimeMinutes,type,score,c-Value,speedBucket,segmentClosed,date,time
724,76.0,431458151,77.0,61.0,0.464,XDS,30.0,100.0,2.0,,2022-09-20,10:16
725,80.0,431458157,84.0,48.0,0.58,XDS,30.0,86.0,1.0,,2022-09-20,10:16
726,80.0,431458158,84.0,79.0,0.863,XDS,30.0,86.0,3.0,,2022-09-20,10:16
727,74.0,431458160,80.0,72.0,0.667,XDS,30.0,99.0,2.0,,2022-09-20,10:16
728,43.0,406795182,47.0,47.0,0.118,XDS,30.0,100.0,3.0,,2022-09-20,10:16
729,43.0,365778417,47.0,39.0,0.257,XDS,30.0,100.0,2.0,,2022-09-20,10:16
730,77.0,431442999,80.0,77.0,0.095,XDS,30.0,100.0,3.0,,2022-09-20,10:16
731,43.0,406795183,50.0,34.0,0.137,XDS,30.0,100.0,2.0,,2022-09-20,10:16
732,43.0,365778406,50.0,47.0,0.218,XDS,30.0,100.0,3.0,,2022-09-20,10:16
733,85.0,431443000,87.0,64.0,0.296,XDS,30.0,77.0,2.0,,2022-09-20,10:16
734,40.0,431444258,43.0,29.0,1.645,XDS,30.0,89.0,2.0,,2022-09-20,10:16
735,31.0,431444255,35.0,32.0,0.129,XDS,20.0,,2.0,,2022-09-20,10:16
736,31.0,431444257,35.0,32.0,0.865,XDS,20.0,,2.0,,2022-09-20,10:16
737,31.0,431458287,35.0,32.0,1.491,XDS,20.0,,2.0,,2022-09-20,10:16
738,13.0,365616832,11.0,13.0,0.101,XDS,20.0,,3.0,,2022-09-20,10:16
739,13.0,365713108,11.0,13.0,0.101,XDS,20.0,,3.0,,2022-09-20,10:16
740,21.0,365658877,19.0,14.0,0.132,XDS,20.0,,2.0,,2022-09-20,10:16
741,21.0,365744001,19.0,14.0,0.096,XDS,20.0,,2.0,,2022-09-20,10:16
742,40.0,406804905,43.0,43.0,0.055,XDS,20.0,,3.0,,2022-09-20,10:16
743,40.0,406804904,37.0,34.0,0.069,XDS,20.0,,2.0,,2022-09-20,10:16
744,48.0,365768094,51.0,39.0,0.226,XDS,30.0,100.0,2.0,,2022-09-20,10:16
745,48.0,365678736,51.0,47.0,1.356,XDS,30.0,100.0,2.0,,2022-09-20,10:16
746,53.0,365631883,55.0,56.0,1.469,XDS,30.0,100.0,3.0,,2022-09-20,10:16
747,90.0,365681801,93.0,72.0,1.037,XDS,30.0,18.0,2.0,,2022-09-20,10:16
748,92.0,431458152,95.0,76.0,0.732,XDS,30.0,100.0,2.0,,2022-09-20,10:16
749,95.0,431443002,100.0,79.0,0.142,XDS,30.0,100.0,2.0,,2022-09-20,10:16
750,55.0,365768110,55.0,32.0,0.275,XDS,30.0,100.0,1.0,,2022-09-20,10:16
751,43.0,365678717,43.0,43.0,1.418,XDS,20.0,,3.0,,2022-09-20,10:16
752,55.0,365631978,55.0,48.0,1.679,XDS,30.0,100.0,2.0,,2022-09-20,10:16
753,90.0,431443001,93.0,79.0,0.183,XDS,30.0,100.0,2.0,,2022-09-20,10:16
754,90.0,431458153,93.0,74.0,0.198,XDS,30.0,100.0,2.0,,2022-09-20,10:16
755,90.0,431444259,93.0,80.0,0.336,XDS,30.0,100.0,2.0,,2022-09-20,10:16
756,76.0,365681427,77.0,68.0,0.362,XDS,30.0,96.0,2.0,,2022-09-20,10:16
757,32.0,332515918,34.0,29.0,1.846,XDS,30.0,92.0,2.0,,2022-09-20,10:16
758,32.0,332723104,34.0,34.0,1.623,XDS,30.0,95.0,3.0,,2022-09-20,10:16
759,74.0,365614272,76.0,68.0,0.437,XDS,30.0,100.0,2.0,,2022-09-20,10:16
760,39.0,443270415,37.0,51.0,0.524,XDS,30.0,86.0,3.0,,2022-09-20,10:16
761,72.0,365641810,74.0,76.0,0.641,XDS,30.0,100.0,3.0,,2022-09-20,10:16
762,72.0,365641923,74.0,82.0,0.586,XDS,30.0,100.0,3.0,,2022-09-20,10:16
763,69.0,365641831,69.0,64.0,1.0,XDS,30.0,100.0,3.0,,2022-09-20,10:16
764,39.0,443254788,40.0,45.0,0.949,XDS,30.0,94.0,3.0,,2022-09-20,10:16
765,51.0,365767237,58.0,56.0,0.993,XDS,30.0,100.0,3.0,,2022-09-20,10:16
766,55.0,365767181,56.0,61.0,0.877,XDS,30.0,100.0,3.0,,2022-09-20,10:16
767,51.0,365742526,55.0,61.0,0.877,XDS,30.0,80.0,3.0,,2022-09-20,10:16
768,43.0,443270414,45.0,19.0,1.122,XDS,30.0,96.0,1.0,,2022-09-20,10:16
769,16.0,365733670,27.0,10.0,0.226,XDS,30.0,100.0,1.0,,2022-09-20,10:16
770,31.0,365678588,37.0,34.0,0.082,XDS,30.0,100.0,2.0,,2022-09-20,10:16
771,31.0,365674252,34.0,5.0,0.331,XDS,30.0,100.0,0.0,,2022-09-20,10:16
772,31.0,365672971,34.0,11.0,0.081,XDS,30.0,100.0,1.0,,2022-09-20,10:16
773,31.0,365682275,34.0,27.0,0.088,XDS,30.0,100.0,2.0,,2022-09-20,10:16
774,31.0,443254789,34.0,21.0,1.013,XDS,30.0,100.0,1.0,,2022-09-20,10:16
775,53.0,365742435,60.0,55.0,0.937,XDS,30.0,100.0,2.0,,2022-09-20,10:16
776,63.0,260578828,64.0,61.0,0.145,XDS,30.0,0.0,3.0,,2022-09-20,10:16
777,63.0,365710193,64.0,61.0,0.133,XDS,30.0,0.0,3.0,,2022-09-20,10:16
778,50.0,365664767,50.0,31.0,0.521,XDS,30.0,100.0,1.0,,2022-09-20,10:16
779,24.0,365756507,23.0,26.0,0.104,XDS,30.0,100.0,3.0,,2022-09-20,10:16
780,24.0,365633128,23.0,23.0,0.032,XDS,30.0,100.0,3.0,,2022-09-20,10:16
781,24.0,365710116,23.0,16.0,0.137,XDS,30.0,100.0,2.0,,2022-09-20,10:16
782,29.0,431444831,27.0,23.0,0.372,XDS,30.0,64.0,2.0,,2022-09-20,10:16
783,50.0,365725993,51.0,48.0,1.079,XDS,30.0,100.0,3.0,,2022-09-20,10:16
784,43.0,365715056,47.0,11.0,0.21,XDS,30.0,100.0,0.0,,2022-09-20,10:16
785,43.0,365638243,47.0,26.0,0.267,XDS,30.0,100.0,1.0,,2022-09-20,10:16
786,43.0,365617256,47.0,53.0,0.196,XDS,30.0,100.0,3.0,,2022-09-20,10:16
787,21.0,406796902,24.0,8.0,0.11,XDS,30.0,100.0,1.0,,2022-09-20,10:16
788,42.0,365627855,45.0,56.0,0.909,XDS,30.0,100.0,3.0,,2022-09-20,10:16
789,42.0,443258555,45.0,55.0,0.014,XDS,30.0,100.0,3.0,,2022-09-20,10:16
790,42.0,443258556,45.0,39.0,0.542,XDS,30.0,100.0,2.0,,2022-09-20,10:16
791,42.0,443258557,45.0,19.0,0.707,XDS,30.0,100.0,1.0,,2022-09-20,10:16
792,34.0,443258558,42.0,35.0,0.561,XDS,30.0,100.0,2.0,,2022-09-20,10:16
793,51.0,365689418,53.0,31.0,0.403,XDS,30.0,73.0,1.0,,2022-09-20,10:16
794,51.0,260779822,53.0,43.0,1.322,XDS,30.0,73.0,2.0,,2022-09-20,10:16
795,50.0,365703345,51.0,60.0,0.726,XDS,30.0,76.0,3.0,,2022-09-20,10:16
796,58.0,365659469,61.0,60.0,0.206,XDS,30.0,100.0,3.0,,2022-09-20,10:16
797,64.0,332675127,66.0,55.0,0.141,XDS,30.0,100.0,2.0,,2022-09-20,10:16
798,64.0,365652983,66.0,63.0,0.182,XDS,30.0,100.0,3.0,,2022-09-20,10:16
799,37.0,365767053,40.0,24.0,0.323,XDS,30.0,96.0,1.0,,2022-09-20,10:16
800,37.0,406789150,40.0,5.0,0.486,XDS,30.0,96.0,0.0,,2022-09-20,10:16
801,37.0,406789152,40.0,43.0,0.175,XDS,30.0,96.0,3.0,,2022-09-20,10:16
802,43.0,332675327,47.0,43.0,0.061,XDS,30.0,100.0,3.0,,2022-09-20,10:16
803,11.0,365627264,11.0,18.0,0.047,XDS,30.0,100.0,3.0,,2022-09-20,10:16
804,50.0,365739910,45.0,18.0,0.146,XDS,30.0,100.0,1.0,,2022-09-20,10:16
805,50.0,365697581,45.0,47.0,0.285,XDS,30.0,100.0,3.0,,2022-09-20,10:16
806,23.0,365721662,24.0,21.0,0.134,XDS,30.0,100.0,2.0,,2022-09-20,10:16
807,42.0,406789155,45.0,35.0,0.063,XDS,30.0,100.0,2.0,,2022-09-20,10:16
808,42.0,406789157,45.0,11.0,0.163,XDS,30.0,100.0,0.0,,2022-09-20,10:16
809,42.0,406789159,45.0,14.0,0.116,XDS,30.0,100.0,1.0,,2022-09-20,10:16
810,27.0,431443921,39.0,26.0,0.586,XDS,30.0,100.0,2.0,,2022-09-20,10:16
811,42.0,443258551,45.0,55.0,0.357,XDS,30.0,100.0,3.0,,2022-09-20,10:16
812,42.0,443258552,45.0,47.0,0.307,XDS,30.0,100.0,3.0,,2022-09-20,10:16
813,42.0,443258553,45.0,48.0,0.431,XDS,30.0,100.0,3.0,,2022-09-20,10:16
814,42.0,443258554,45.0,45.0,0.017,XDS,30.0,100.0,3.0,,2022-09-20,10:16
815,48.0,365703284,53.0,43.0,1.278,XDS,30.0,100.0,2.0,,2022-09-20,10:16
816,48.0,365703323,53.0,66.0,0.649,XDS,30.0,100.0,3.0,,2022-09-20,10:16
817,42.0,365703207,45.0,43.0,1.322,XDS,30.0,100.0,3.0,,2022-09-20,10:16
818,42.0,365703303,45.0,42.0,1.339,XDS,30.0,100.0,3.0,,2022-09-20,10:16
819,29.0,365775712,34.0,32.0,0.121,XDS,30.0,100.0,3.0,,2022-09-20,10:16
820,48.0,463607280,50.0,43.0,1.495,XDS,30.0,100.0,2.0,,2022-09-20,10:16
821,48.0,431463816,50.0,35.0,0.049,XDS,30.0,100.0,2.0,,2022-09-20,10:16
822,37.0,463612732,51.0,47.0,1.43,XDS,30.0,100.0,2.0,,2022-09-20,10:16
823,37.0,431463817,51.0,34.0,0.05,XDS,30.0,100.0,2.0,,2022-09-20,10:16
824,29.0,431463825,32.0,16.0,0.122,XDS,30.0,85.0,1.0,,2022-09-20,10:16
825,50.0,365640433,53.0,50.0,0.123,XDS,30.0,100.0,3.0,,2022-09-20,10:16
826,39.0,365767798,40.0,37.0,0.119,XDS,30.0,100.0,2.0,,2022-09-20,10:16
827,40.0,431463814,43.0,42.0,0.055,XDS,30.0,100.0,3.0,,2022-09-20,10:16
828,63.0,365632233,64.0,66.0,0.177,XDS,30.0,100.0,3.0,,2022-09-20,10:16
829,51.0,365626909,58.0,53.0,0.218,XDS,30.0,100.0,2.0,,2022-09-20,10:16
830,42.0,365691523,43.0,43.0,0.033,XDS,30.0,100.0,3.0,,2022-09-20,10:16
831,42.0,443255459,43.0,35.0,0.361,XDS,30.0,100.0,2.0,,2022-09-20,10:16
832,42.0,443255460,43.0,48.0,0.421,XDS,30.0,100.0,3.0,,2022-09-20,10:16
833,24.0,365684384,27.0,21.0,0.086,XDS,30.0,100.0,2.0,,2022-09-20,10:16
834,24.0,365754433,27.0,18.0,0.11,XDS,30.0,100.0,2.0,,2022-09-20,10:16
835,24.0,431444830,27.0,19.0,0.523,XDS,30.0,100.0,2.0,,2022-09-20,10:16
836,24.0,443255425,27.0,18.0,1.128,XDS,30.0,100.0,2.0,,2022-09-20,10:16
837,24.0,443255426,27.0,31.0,0.646,XDS,30.0,100.0,3.0,,2022-09-20,10:16
838,24.0,443255427,27.0,39.0,0.383,XDS,30.0,100.0,3.0,,2022-09-20,10:16
839,24.0,443255428,27.0,35.0,0.693,XDS,30.0,100.0,3.0,,2022-09-20,10:16
840,37.0,365636304,40.0,40.0,0.041,XDS,30.0,81.0,3.0,,2022-09-20,10:16
841,37.0,365746073,40.0,45.0,0.403,XDS,30.0,81.0,3.0,,2022-09-20,10:16
842,37.0,443255423,40.0,45.0,0.579,XDS,30.0,81.0,3.0,,2022-09-20,10:16
843,37.0,443255424,40.0,40.0,0.323,XDS,30.0,81.0,3.0,,2022-09-20,10:16
844,18.0,365688337,18.0,5.0,0.139,XDS,30.0,100.0,0.0,,2022-09-20,10:16
845,40.0,365654598,42.0,43.0,0.025,XDS,30.0,100.0,3.0,,2022-09-20,10:16
846,40.0,365646053,42.0,45.0,0.025,XDS,30.0,100.0,3.0,,2022-09-20,10:16
847,42.0,365690405,40.0,45.0,0.025,XDS,30.0,100.0,3.0,,2022-09-20,10:16
848,42.0,365690385,40.0,42.0,0.07,XDS,30.0,100.0,3.0,,2022-09-20,10:16
849,37.0,443258528,40.0,39.0,0.526,XDS,30.0,100.0,3.0,,2022-09-20,10:16
850,37.0,443258529,40.0,51.0,0.214,XDS,30.0,100.0,3.0,,2022-09-20,10:16
851,35.0,443258526,37.0,48.0,0.275,XDS,30.0,100.0,3.0,,2022-09-20,10:16
852,35.0,443258527,37.0,29.0,0.691,XDS,30.0,100.0,2.0,,2022-09-20,10:16
853,29.0,406789154,40.0,26.0,0.085,XDS,30.0,100.0,2.0,,2022-09-20,10:16
854,29.0,406789156,40.0,21.0,0.085,XDS,30.0,100.0,1.0,,2022-09-20,10:16
855,29.0,406789158,40.0,23.0,0.079,XDS,30.0,100.0,1.0,,2022-09-20,10:16
856,29.0,431443919,40.0,26.0,0.609,XDS,30.0,100.0,2.0,,2022-09-20,10:16
857,31.0,431443920,39.0,29.0,2.909,XDS,30.0,100.0,2.0,,2022-09-20,10:16
858,32.0,431442534,34.0,34.0,0.594,XDS,30.0,100.0,3.0,,2022-09-20,10:16
859,31.0,431442531,35.0,24.0,0.039,XDS,30.0,100.0,2.0,,2022-09-20,10:16
860,31.0,406808002,35.0,23.0,0.887,XDS,30.0,100.0,2.0,,2022-09-20,10:16
861,60.0,365758607,64.0,60.0,0.856,XDS,30.0,100.0,2.0,,2022-09-20,10:16
862,60.0,365758569,64.0,64.0,0.79,XDS,30.0,100.0,3.0,,2022-09-20,10:16
863,19.0,365676968,24.0,16.0,0.158,XDS,30.0,100.0,2.0,,2022-09-20,10:16
864,53.0,365723480,51.0,16.0,0.053,XDS,30.0,100.0,0.0,,2022-09-20,10:16
865,53.0,365682167,51.0,16.0,0.092,XDS,30.0,100.0,0.0,,2022-09-20,10:16
866,53.0,365676907,51.0,16.0,0.117,XDS,30.0,100.0,0.0,,2022-09-20,10:16
867,53.0,431463813,51.0,45.0,0.051,XDS,30.0,100.0,2.0,,2022-09-20,10:16
868,53.0,431463820,51.0,60.0,0.871,XDS,30.0,100.0,3.0,,2022-09-20,10:16
869,53.0,431463824,51.0,50.0,1.027,XDS,30.0,100.0,3.0,,2022-09-20,10:16
870,47.0,443277636,48.0,14.0,0.499,XDS,30.0,100.0,0.0,,2022-09-20,10:16
871,29.0,365676944,26.0,19.0,0.172,XDS,30.0,100.0,2.0,,2022-09-20,10:16
872,35.0,443258540,39.0,48.0,0.96,XDS,30.0,99.0,3.0,,2022-09-20,10:16
873,35.0,443258541,34.0,53.0,0.186,XDS,30.0,80.0,3.0,,2022-09-20,10:16
874,35.0,443258542,34.0,35.0,0.41,XDS,30.0,80.0,3.0,,2022-09-20,10:16
875,39.0,460605260,39.0,39.0,0.497,XDS,30.0,100.0,3.0,,2022-09-20,10:16
876,35.0,443277637,39.0,26.0,0.432,XDS,30.0,100.0,2.0,,2022-09-20,10:16
877,35.0,443277638,39.0,43.0,0.724,XDS,30.0,100.0,3.0,,2022-09-20,10:16
878,35.0,443277639,39.0,31.0,1.06,XDS,30.0,100.0,2.0,,2022-09-20,10:16
879,31.0,365676998,37.0,37.0,0.024,XDS,30.0,100.0,3.0,,2022-09-20,10:16
880,31.0,365677024,37.0,37.0,0.052,XDS,30.0,100.0,3.0,,2022-09-20,10:16
881,31.0,365638262,37.0,37.0,0.05,XDS,30.0,100.0,3.0,,2022-09-20,10:16
882,31.0,443258543,37.0,29.0,1.094,XDS,30.0,100.0,2.0,,2022-09-20,10:16
883,31.0,443258544,37.0,47.0,0.68,XDS,30.0,100.0,3.0,,2022-09-20,10:16
884,31.0,443258545,37.0,26.0,0.429,XDS,30.0,100.0,2.0,,2022-09-20,10:16
885,31.0,443258546,37.0,24.0,0.288,XDS,30.0,100.0,2.0,,2022-09-20,10:16
886,42.0,365743413,42.0,37.0,0.083,XDS,30.0,100.0,2.0,,2022-09-20,10:16
887,34.0,460603465,31.0,27.0,0.837,XDS,30.0,100.0,2.0,,2022-09-20,10:16
888,37.0,460603466,35.0,29.0,0.318,XDS,30.0,100.0,2.0,,2022-09-20,10:16
889,34.0,443255445,35.0,27.0,0.672,XDS,30.0,100.0,2.0,,2022-09-20,10:16
890,34.0,460605259,35.0,27.0,0.427,XDS,30.0,100.0,2.0,,2022-09-20,10:16
891,32.0,365662121,29.0,18.0,0.049,XDS,30.0,100.0,1.0,,2022-09-20,10:16
892,29.0,365647816,29.0,18.0,0.045,XDS,30.0,100.0,1.0,,2022-09-20,10:16
893,27.0,332675157,26.0,19.0,1.873,XDS,30.0,98.0,2.0,,2022-09-20,10:16
894,29.0,443258530,29.0,16.0,1.573,XDS,30.0,100.0,1.0,,2022-09-20,10:16
895,29.0,443258531,29.0,27.0,0.098,XDS,30.0,100.0,3.0,,2022-09-20,10:16
896,29.0,443258532,29.0,26.0,0.743,XDS,30.0,100.0,2.0,,2022-09-20,10:16
897,29.0,443258533,29.0,26.0,0.494,XDS,30.0,100.0,2.0,,2022-09-20,10:16
898,31.0,443255451,31.0,27.0,0.359,XDS,30.0,100.0,2.0,,2022-09-20,10:16
899,31.0,443255452,31.0,23.0,0.142,XDS,30.0,100.0,2.0,,2022-09-20,10:16
900,31.0,443255453,31.0,14.0,1.329,XDS,30.0,100.0,1.0,,2022-09-20,10:16
901,31.0,443255454,31.0,11.0,0.233,XDS,30.0,100.0,1.0,,2022-09-20,10:16
902,31.0,443255455,31.0,19.0,1.317,XDS,30.0,100.0,2.0,,2022-09-20,10:16
903,31.0,332764307,31.0,34.0,0.994,XDS,30.0,100.0,3.0,,2022-09-20,10:16
904,23.0,332675158,21.0,23.0,0.1,XDS,30.0,93.0,3.0,,2022-09-20,10:16
905,26.0,365763471,23.0,18.0,0.181,XDS,30.0,100.0,2.0,,2022-09-20,10:16
906,26.0,365677053,27.0,14.0,0.353,XDS,30.0,100.0,1.0,,2022-09-20,10:16
907,26.0,365677107,27.0,24.0,1.15,XDS,30.0,100.0,2.0,,2022-09-20,10:16
908,26.0,431442938,27.0,13.0,0.61,XDS,30.0,100.0,1.0,,2022-09-20,10:16
909,27.0,431442939,27.0,19.0,1.006,XDS,30.0,88.0,2.0,,2022-09-20,10:16
910,26.0,431442949,26.0,23.0,0.33,XDS,30.0,86.0,2.0,,2022-09-20,10:16
911,39.0,443258534,43.0,27.0,0.863,XDS,30.0,100.0,2.0,,2022-09-20,10:16
912,39.0,443258535,43.0,55.0,0.832,XDS,30.0,100.0,3.0,,2022-09-20,10:16
913,39.0,443258536,43.0,51.0,0.215,XDS,30.0,100.0,3.0,,2022-09-20,10:16
914,39.0,365631480,43.0,34.0,1.48,XDS,30.0,100.0,2.0,,2022-09-20,10:16
915,35.0,443258539,40.0,31.0,0.357,XDS,30.0,100.0,2.0,,2022-09-20,10:16
916,35.0,365631534,40.0,34.0,1.48,XDS,30.0,100.0,2.0,,2022-09-20,10:16
917,37.0,365643127,32.0,31.0,1.636,XDS,30.0,100.0,3.0,,2022-09-20,10:16
918,29.0,365735161,27.0,27.0,2.167,XDS,30.0,96.0,3.0,,2022-09-20,10:16
919,,365735142,,,,XDS,,,,True,2022-09-20,10:16
920,34.0,365643108,32.0,35.0,1.241,XDS,30.0,100.0,3.0,,2022-09-20,10:16
921,10.0,460599425,11.0,10.0,0.062,XDS,20.0,,2.0,,2022-09-20,10:16
922,31.0,365662233,29.0,14.0,0.159,XDS,30.0,100.0,1.0,,2022-09-20,10:16
923,31.0,460603468,29.0,35.0,0.342,XDS,30.0,100.0,3.0,,2022-09-20,10:16
924,31.0,431442944,29.0,14.0,0.543,XDS,30.0,100.0,1.0,,2022-09-20,10:16
925,31.0,443256611,29.0,19.0,0.415,XDS,30.0,100.0,2.0,,2022-09-20,10:16
926,31.0,443256612,29.0,26.0,0.409,XDS,30.0,100.0,2.0,,2022-09-20,10:16
927,29.0,332675168,31.0,21.0,0.101,XDS,30.0,100.0,2.0,,2022-09-20,10:16
928,29.0,365755196,31.0,21.0,0.042,XDS,30.0,100.0,2.0,,2022-09-20,10:16
929,29.0,406789176,31.0,21.0,0.088,XDS,30.0,100.0,2.0,,2022-09-20,10:16
930,29.0,443258572,31.0,27.0,1.542,XDS,30.0,100.0,2.0,,2022-09-20,10:16
931,29.0,443258573,31.0,23.0,0.979,XDS,30.0,100.0,2.0,,2022-09-20,10:16
932,26.0,443258574,29.0,26.0,1.119,XDS,30.0,100.0,2.0,,2022-09-20,10:16
933,24.0,406797251,24.0,8.0,0.056,XDS,30.0,79.0,1.0,,2022-09-20,10:16
934,24.0,460603467,24.0,14.0,0.802,XDS,30.0,79.0,1.0,,2022-09-20,10:16
935,27.0,443256625,29.0,34.0,0.052,XDS,30.0,100.0,3.0,,2022-09-20,10:16
936,19.0,460603471,23.0,32.0,0.14,XDS,30.0,83.0,3.0,,2022-09-20,10:16
937,21.0,332872026,24.0,29.0,0.202,XDS,30.0,82.0,3.0,,2022-09-20,10:16
938,27.0,460612607,26.0,27.0,0.137,XDS,30.0,100.0,3.0,,2022-09-20,10:16
939,,406789181,,,,XDS,,,,True,2022-09-20,10:16
940,,365743956,,,,XDS,,,,True,2022-09-20,10:16
941,,443276039,,,,XDS,,,,True,2022-09-20,10:16
942,24.0,431439226,26.0,18.0,0.116,XDS,30.0,100.0,2.0,,2022-09-20,10:16
943,24.0,460603477,26.0,31.0,0.794,XDS,30.0,100.0,3.0,,2022-09-20,10:16
944,24.0,443275433,26.0,34.0,0.285,XDS,30.0,100.0,3.0,,2022-09-20,10:16
945,24.0,443252427,26.0,21.0,0.446,XDS,30.0,100.0,2.0,,2022-09-20,10:16
946,24.0,443252425,26.0,31.0,0.634,XDS,30.0,100.0,3.0,,2022-09-20,10:16
947,24.0,443252429,26.0,13.0,0.597,XDS,30.0,100.0,1.0,,2022-09-20,10:16
948,24.0,431448312,26.0,21.0,0.906,XDS,30.0,100.0,2.0,,2022-09-20,10:16
949,26.0,365638115,29.0,21.0,0.029,XDS,30.0,100.0,2.0,,2022-09-20,10:16
950,26.0,431439227,29.0,26.0,0.08,XDS,30.0,100.0,2.0,,2022-09-20,10:16
951,26.0,460603475,29.0,23.0,0.336,XDS,30.0,100.0,2.0,,2022-09-20,10:16
952,26.0,443256627,29.0,29.0,0.678,XDS,30.0,100.0,3.0,,2022-09-20,10:16
953,26.0,443256628,29.0,27.0,0.345,XDS,30.0,100.0,3.0,,2022-09-20,10:16
954,26.0,460603476,29.0,31.0,1.119,XDS,30.0,100.0,3.0,,2022-09-20,10:16
955,26.0,431442337,29.0,27.0,0.674,XDS,30.0,100.0,3.0,,2022-09-20,10:16
956,27.0,460612608,27.0,27.0,0.137,XDS,30.0,91.0,3.0,,2022-09-20,10:16
957,31.0,406789179,27.0,31.0,0.015,XDS,30.0,100.0,3.0,,2022-09-20,10:16
958,27.0,443256618,29.0,19.0,0.53,XDS,30.0,97.0,2.0,,2022-09-20,10:16
959,31.0,443256619,27.0,19.0,0.409,XDS,30.0,100.0,2.0,,2022-09-20,10:16
960,31.0,443256620,27.0,24.0,0.3,XDS,30.0,100.0,2.0,,2022-09-20,10:16
961,29.0,365743519,31.0,23.0,0.048,XDS,30.0,100.0,2.0,,2022-09-20,10:16
962,26.0,365743502,26.0,14.0,0.079,XDS,30.0,100.0,1.0,,2022-09-20,10:16
963,80.0,365708471,80.0,69.0,1.323,XDS,30.0,45.0,2.0,,2022-09-20,10:16
964,39.0,431438047,39.0,42.0,0.065,XDS,30.0,100.0,3.0,,2022-09-20,10:16
965,31.0,431442342,26.0,27.0,0.434,XDS,30.0,74.0,3.0,,2022-09-20,10:16
966,31.0,460613835,26.0,24.0,1.379,XDS,30.0,74.0,3.0,,2022-09-20,10:16
967,31.0,460612609,26.0,14.0,0.403,XDS,30.0,74.0,1.0,,2022-09-20,10:16
968,31.0,443277330,26.0,6.0,1.259,XDS,30.0,74.0,0.0,,2022-09-20,10:16
969,39.0,365642804,31.0,40.0,0.061,XDS,30.0,100.0,3.0,,2022-09-20,10:16
970,,443252439,,,,XDS,,,,True,2022-09-20,10:16
971,,460603478,,,,XDS,,,,True,2022-09-20,10:16
972,,431442341,,,,XDS,,,,True,2022-09-20,10:16
973,29.0,332804407,24.0,23.0,1.454,XDS,30.0,100.0,3.0,,2022-09-20,10:16
974,29.0,365640342,24.0,19.0,0.759,XDS,30.0,100.0,2.0,,2022-09-20,10:16
975,29.0,431455982,24.0,8.0,0.331,XDS,30.0,100.0,1.0,,2022-09-20,10:16
976,26.0,460603472,29.0,27.0,0.244,XDS,30.0,100.0,3.0,,2022-09-20,10:16
977,26.0,460603473,29.0,21.0,0.023,XDS,30.0,100.0,2.0,,2022-09-20,10:16
978,26.0,460603474,29.0,13.0,0.566,XDS,30.0,100.0,1.0,,2022-09-20,10:16
979,26.0,443256622,29.0,31.0,0.344,XDS,30.0,100.0,3.0,,2022-09-20,10:16
980,26.0,443256623,29.0,32.0,0.956,XDS,30.0,100.0,3.0,,2022-09-20,10:16
981,26.0,443256624,29.0,24.0,0.255,XDS,30.0,100.0,2.0,,2022-09-20,10:16
982,27.0,365702082,29.0,16.0,0.242,XDS,30.0,96.0,1.0,,2022-09-20,10:16
983,27.0,443256615,29.0,16.0,0.256,XDS,30.0,96.0,1.0,,2022-09-20,10:16
984,27.0,443256616,29.0,10.0,0.488,XDS,30.0,96.0,1.0,,2022-09-20,10:16
985,27.0,443256617,29.0,27.0,1.164,XDS,30.0,96.0,3.0,,2022-09-20,10:16
986,53.0,332771921,53.0,5.0,0.319,XDS,30.0,100.0,0.0,,2022-09-20,10:16
987,53.0,443256632,53.0,11.0,0.493,XDS,30.0,100.0,0.0,,2022-09-20,10:16
988,53.0,443256633,53.0,14.0,0.307,XDS,30.0,100.0,0.0,,2022-09-20,10:16
989,53.0,365705132,53.0,92.0,0.514,XDS,30.0,100.0,3.0,,2022-09-20,10:16
990,53.0,443256654,53.0,31.0,3.15,XDS,30.0,100.0,1.0,,2022-09-20,10:16
991,93.0,365617270,95.0,92.0,0.258,XDS,20.0,,3.0,,2022-09-20,10:16
992,95.0,365614830,98.0,95.0,0.241,XDS,20.0,,3.0,,2022-09-20,10:16
993,43.0,365704191,45.0,10.0,2.047,XDS,30.0,15.0,0.0,,2022-09-20,10:16
994,24.0,460603479,27.0,60.0,0.028,XDS,30.0,41.0,3.0,,2022-09-20,10:16
995,24.0,460603480,27.0,60.0,0.026,XDS,30.0,41.0,3.0,,2022-09-20,10:16
996,24.0,443256645,27.0,60.0,0.195,XDS,30.0,41.0,3.0,,2022-09-20,10:16
997,24.0,443256646,27.0,60.0,0.11,XDS,30.0,41.0,3.0,,2022-09-20,10:16
998,24.0,443256647,27.0,60.0,0.064,XDS,30.0,41.0,3.0,,2022-09-20,10:16
999,24.0,443256648,27.0,60.0,0.236,XDS,30.0,41.0,3.0,,2022-09-20,10:16
1000,24.0,443256649,27.0,34.0,0.402,XDS,30.0,41.0,3.0,,2022-09-20,10:16
1001,35.0,365759047,37.0,37.0,1.952,XDS,30.0,37.0,3.0,,2022-09-20,10:16
1002,32.0,365759067,35.0,34.0,1.512,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1003,32.0,365760147,35.0,29.0,1.773,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1004,40.0,443256643,42.0,32.0,0.947,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1005,43.0,431442720,45.0,53.0,0.967,XDS,30.0,99.0,3.0,,2022-09-20,10:16
